Entidad,Nombre_Banco,Periodo,Activo,Disponibilidades,Disponibilidades en pesos,Caja $,BCRA $,Disponibilidades en ME,Caja ME,BCRA ME,Titulos públicos y privados,Titulos públicos y privados en pesos,Titulos públicos y privados en ME,Letras y Notas BCRA,Prestamos,Prestamos totales,Volumen de Negocio,Prestamos en pesos,Prestamos en ME,Prestamos sector publico no fcro pesos,Prestamos sector publico no fcro ME,Prestamos sector privado no fcro pesos,Prestamos privado no fcro ME,OCIF,Prestamos Comerciales,Propiedad Planta y Equipo,Créditos diversos,Participación en otras sociedades,Activos Intangibles,PPI Deudoras,Pasivo,Depositos,Depositos en pesos,Depositos a la vista $,Depositos a plazo $,Depositos en ME,Depositos a la vista en ME,Depositos a plazo ME,OOIF,PN,Capital social,PN FINAL,Reserva Legal,Previsiones,Ingresos financieros,Egresos financieros,Ingresos por servicios,Egresos por servicios,Gastos de Administracion,Cargo por Incobrabilidad,Utilidades diversas,Perdidas diversas,Gastos de Personal,Utilidad neta
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201502,91979794,12522711,6092466,2293110,3799356,6430245,649412,5557874,11037261,9866161,1171100,0,52071750,52071750,116097605,48019928,4051822,28,0,47903603,3112404,7194593,23875986,1359896,1009918,3762225,1512648,15549,81499614,64991606,60526406,28412672,28939272,4465200,2301939,1844601,11779870,9899252,934620,10480180,1232036,-1458388,2729155,1456242,1083162,411220,1093892,166465,273539,92109,704066,580928
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201503,97744586,11086665,4876707,2832544,2044163,6209958,399966,5234575,14451856,12132534,2319322,0,53779379,53779379,120668957,49794852,3984527,27,0,49661007,3099305,8864576,25452388,1380382,1212395,3867030,1552639,14249,86964374,67732587,63140721,29242021,30765922,4591866,2176077,2059676,14445188,9899252,934620,10780212,1232036,-1540501,4160561,2273646,1637707,638322,1644725,258910,415208,109913,1055249,880960
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201504,100555358,14287823,8119280,2256100,5863180,6168543,668868,5421825,17061650,13997925,3063725,0,53073358,53073358,125120677,49734892,3338466,31,0,49607833,3224985,6666147,24803586,1383181,1107762,3831628,1579005,14604,89475360,72169785,67433763,30274945,33437443,4736022,2199063,2138741,12265298,9899252,934620,11079998,1863719,-1578724,5646159,3131442,2219778,870641,2220548,335548,537760,125772,1413299,1180746
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201505,101488029,11503834,5798000,2574845,3223155,5705834,734970,4804680,17578376,14427301,3151075,0,54693394,54693394,125568065,51105253,3588141,178261,0,50861914,3196046,8185712,25485511,1382342,1063621,3914309,1588376,13013,90147998,71412288,66533358,30868467,32263887,4878930,2202772,2247494,14043680,9899252,934620,11340031,1863719,-1521668,7083968,4017581,2751143,1095221,2782949,406512,647070,140139,1756345,1440779
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201506,111870678,10289585,6006188,2158679,3847509,4283397,754491,3117016,18991347,15586662,3404685,0,60352933,60352933,134261596,54457372,5895561,56,0,54341071,3347670,12481243,28867067,1393150,1118194,4033852,1596089,14994,100212379,76426187,71374236,33880985,34036608,5051951,2288377,2290117,19270382,9899252,934620,11658299,1863719,-1612137,8543181,4876267,3360131,1346235,3364194,505937,830721,170353,2125827,1759047
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201507,106638992,12244949,6559045,2380914,4178131,5685904,774916,4754655,18806613,15473148,3333465,0,58240949,58240949,134342318,54599685,3641264,131,0,54383083,3419604,7276634,29537802,1484434,1124893,4181201,1622314,8750,94584869,76336882,71007220,32164848,35118642,5329662,2432049,2373585,13694568,9899252,934620,12054123,1863719,-1679096,10204503,5785553,4000438,1616577,4028637,584806,1020382,187879,2541931,2154871
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201508,110716895,12109159,7704003,2763171,4940832,4405156,856279,3327177,15364196,11790893,3573303,0,62995791,62995791,136976017,57368110,5627681,163,0,57051086,3333555,10142969,30379640,1539997,976488,4260703,1624520,9405,98384986,76376047,70828671,33079883,34134458,5547376,2593322,2374071,17305557,9899252,934620,12331909,1863719,-1651913,11787128,6738706,4615331,1906900,4642270,675689,1164410,204647,2921337,2432657
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201509,115822887,16958596,9079296,2772761,6306535,7879300,1375687,6403378,16012471,12435796,3576675,0,62373439,62373439,143685575,58771196,3602243,147,0,58456635,3379963,9930251,30021535,1558865,1217273,4380640,1678581,8930,103057734,81657329,75028425,35410929,34964617,6628904,3593483,2408563,16545301,9899252,934620,12765153,1863719,-1675921,13461342,7679612,5269393,2193435,5261337,753299,1377664,253815,3306277,2865901
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201510,119471520,15847269,6248394,2499673,3748721,9598875,702708,8660931,16042095,12240112,3801983,0,66933045,66933045,150272492,63921432,3011613,62,0,63336848,2727328,9463657,32168365,1551612,1527904,4485903,1653631,8606,106361426,83785703,75611564,34540794,36706007,8174139,4663412,2852372,17386265,9899252,934620,13110094,1863719,-1747811,15251421,8682178,5929449,2511727,5887736,852649,1521088,295826,3674779,3210842
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201511,127071567,17974893,8250967,2819131,5431836,9723926,452120,9055435,17396549,13982656,3413893,0,68950154,68950154,156741479,66215519,2734635,88,0,65444645,2534047,11146134,31249537,1543760,1837175,4550477,1683426,21645,113646460,88299380,80292296,36995153,37092414,8007084,4566641,2758543,19835461,9899252,934620,13425107,1863719,-1767829,17226256,9781772,6606313,2848805,6652796,910844,1626973,327470,4171708,3525855
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201512,138712123,30142222,12590311,3282637,9307674,17551911,3684527,13622563,14424049,9343040,5081009,0,75204713,75204713,174096884,72027867,3176846,204,0,71185040,2968267,7359932,34199097,1560882,1377306,4847037,1746236,54814,124899954,99657000,85253595,37651260,42530860,14403405,7968783,5499982,18992304,9899252,934620,13812169,1863719,-1753624,19443742,11109350,7362969,3190514,7394068,1060955,1885497,502404,4618203,3912917
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201601,142909311,24036647,14702429,5235904,9466525,9334218,1437775,7271583,24975899,10581648,14394251,0,73181389,73181389,174699959,69076099,4105290,80,0,68291600,3495454,8757066,31037523,1558441,1532493,5014207,1801387,68939,128735595,102966988,86693085,36771292,44601896,16273903,8633559,6659394,19293947,13812171,934620,14173716,1863719,-1770568,2179702,1473634,680147,316274,713851,48349,206149,25345,444917,361545
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201602,154603235,17210081,10327608,7286740,3040868,6882473,741403,5831275,34963273,18624122,16339151,0,75746134,75746134,180798646,69431070,6315064,82,0,68583998,5247520,14108900,31768147,1579318,2046742,5156056,1808444,21231,140047318,106863033,87094814,36233145,43750043,19768219,11261390,7444024,26403236,13812171,934620,14555917,1863719,-1872901,4483104,2903958,1365651,628491,1435555,175904,386797,55898,898483,743746
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201603,156385522,19451372,10258441,6740695,3517746,9192931,920819,8117668,28921784,17837051,11084733,0,78116612,78116612,183854733,72036804,6079808,71,0,70813947,5462809,16203869,33078859,1595989,3071309,5212790,1808759,22026,141427126,107276085,88074882,36568071,44638311,19201203,11607145,6635065,27551665,13812171,934620,14958396,1863719,-1924577,6805916,4457893,2113359,926236,2232765,252913,557425,81668,1382969,1146225
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201604,149255733,29817297,10778655,5831069,4947586,19038642,1660857,16412641,15121710,14086864,1034846,0,79783405,79783405,185511113,72055834,7727571,74,0,70973129,6850444,11182167,31888960,1662785,3028645,4814204,1819215,26471,133992452,107576499,87680251,36707985,43384733,19896248,12639396,6354065,19773562,13812172,934620,15263281,2646303,-1992190,9116896,6010427,2857440,1272912,2993951,345829,690399,111507,1834740,1451109
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201605,148324101,27075641,10127991,5892161,4235830,16947650,1623253,13783236,14322011,12842385,1479626,0,83266221,83266221,185174012,72320306,10945915,76,0,70993320,9008964,10147161,32026813,1703303,2997505,4914092,1854073,31596,132643695,104829098,85646629,37006091,41348063,19182469,12544787,5790872,21341209,13812172,934620,15680406,2646303,-1924901,11662162,7693408,3664564,1542423,3834072,457328,870542,152803,2357828,1868234
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201606,173506792,27894342,9158146,3599960,5558186,18736196,1825378,16488907,28598460,27023201,1575259,0,82553317,82553317,198378364,70874882,11678435,479,0,69656060,10907742,21170307,30997341,1810686,2528125,5001985,1864678,26143,157395348,117543367,96349688,43646378,44740982,21193679,14395425,5939282,33187362,13812172,934620,16111444,2646303,-1929525,13884320,9102211,4500771,1867527,4625860,553851,1059208,165578,2842173,2299272
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201607,165246038,36177238,12784710,3769842,9014868,23392528,1768017,21076565,18603517,16899641,1703876,0,84856355,84856355,198141518,72691274,12165081,84,0,71137491,11123695,12219092,34905580,1918159,2307396,5126717,1928546,49338,148732106,115219080,93179973,42522686,43477414,22039107,15338882,5881662,23198395,13812172,934620,16513932,2646303,-1996241,16244181,10664434,5358104,2174400,5469120,656893,1233708,175386,3363569,2701760
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201608,157456943,27102009,9419930,4027826,5392104,17682079,1690912,15356870,19778715,18078260,1700455,0,87145780,87145780,198291834,72760093,14385687,62,0,71261676,13488477,9960763,33610996,2041148,2223684,5121769,1976524,48835,140598948,112812623,90649234,42058825,43117816,22163389,15777234,5608359,21028285,13812172,934620,16857995,2646303,-2021744,18469486,12057103,6256932,2554835,6370990,795946,1413817,201538,3908296,3045823
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201609,168892418,27655023,12226641,3536585,8690056,15428382,2166918,12515868,22238798,20356581,1882217,0,90222889,90222889,204795270,74372971,15849918,245,0,72623831,14486390,15452883,33792697,2067233,1805006,5263043,2017828,41836,151538539,116747292,92718597,43560531,44148509,24028695,16670608,5766866,27868399,13812172,934620,17353879,2646303,-1953276,20664009,13326795,7144695,2892185,7245733,923852,1645116,227548,4438629,3541707
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201610,184964149,34553549,9640640,4523516,5117124,24912909,9555547,14405384,24508038,22658136,1849902,0,94015013,94015013,219296416,76704058,17310955,66,0,75189974,15602372,18010198,34245868,2102433,2005538,5385990,2082390,75504,167100052,127795859,93954428,44175138,44567963,33841431,17706517,5762782,32135991,13812172,934620,17864097,2646303,-2079840,22957721,14600127,8026899,3255839,8163162,1082744,1983626,338449,4996792,4051925
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201611,199500245,44237325,10060108,5222563,4837545,34177217,13435692,20185369,22490517,20090520,2399997,0,102520826,102520826,242754665,81897384,20623442,77,0,80306222,17592619,16413809,37695477,2160957,1614413,5544527,2117519,94966,181195031,144180829,98331308,48112099,42965506,45849521,20255690,6082978,29607528,13812172,934620,18305214,2646303,-2006209,25002155,15659486,8981231,3620084,9121067,1293400,2175752,346059,5588182,4493042
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201612,209306331,60418326,20953284,4548104,16405180,39465042,2512305,34855795,12504569,11227512,1277057,0,105343716,105343716,253866986,87406214,17937502,106,0,85148159,16207175,16434235,38192085,2241172,1967926,5742221,2210404,64030,190400460,150639152,99572163,53095493,41095333,51066989,27202899,6895427,32225241,13812172,934620,18905871,2646303,-2170028,27413140,16901699,10073792,4063624,10145969,1526264,2461078,362755,6224651,5093699
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201701,210466766,61602890,25156779,11284304,13872475,36446111,3847782,31950941,13155801,8719210,4436591,0,104675893,104675893,255809222,86373494,18302399,146,0,84530812,17202598,15658291,34799764,2247377,2528962,5907958,2183967,68727,190991914,152524779,102202391,50026621,45468184,50322388,26757352,6791274,30886907,18905878,934620,19474852,2646303,-2286335,2336115,1354963,1080553,370217,983162,133357,219751,25746,632303,568974
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201702,223491444,51536962,15556492,7327674,8228818,35980470,3041248,32562964,26947875,23482873,3465002,0,109149510,109149510,266562840,87654380,21495130,263,0,85678726,20555204,18491794,36800695,2268312,4202089,6080134,2262162,81280,203625924,158799701,109364490,49463411,49590161,49435211,26895982,6396391,37542921,18905878,934620,19865520,2646303,-2451911,4595211,2689794,1993556,743485,1972743,320875,443523,63751,1246931,959642
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201703,224296236,49603464,16237903,10033074,6204829,33365561,3045608,29470791,24404359,21950945,2453414,0,114455191,114455191,268359742,90595634,23859557,244,0,87651180,21062785,19725103,37028099,2458296,2885157,5959174,2294639,56045,203910496,156937372,107762692,48835064,49923047,49174680,27160942,6207423,39284036,18905878,934620,20385740,2646303,-2446384,7091408,4148780,3087317,1118726,3070499,529643,712193,96408,1938971,1479862
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201704,225557950,49241222,11152292,6614340,4537952,38088930,3136859,33899134,24424829,22639645,1785184,0,115013611,115013611,266871064,90509545,24504066,271,0,87145376,21981925,21121937,36157543,2465581,2601231,5785672,2301950,56874,204692435,154637399,104662040,48515557,48828361,49975359,35283726,6111743,41920526,18905877,934620,20865515,3665044,-2592856,9502863,5391439,4075587,1497778,4142250,706301,930217,179261,2595790,1959638
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201705,219285441,35794237,8789059,4252541,4536518,27005178,3166336,22960305,28327872,25406403,2921469,0,120113981,120113981,272347641,92080192,28033789,236,0,88609853,26729965,19306003,35678217,2487177,2179347,5939173,2372142,43434,197812090,153638770,105812687,52575575,47245620,47826083,40327168,6726038,35635587,18905877,934620,21473351,3665044,-2621545,12156229,6714535,5126900,1883926,5270002,918837,1221798,278153,3281128,2567474
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201706,220180408,32615356,10545375,3692936,6852439,22069981,3325180,17804882,28380814,26241451,2139363,0,126655221,126655221,282495167,94664605,31990616,257,0,91186861,30913231,16383435,37600499,2484477,2191298,6099716,2460560,51751,198130741,156730397,108659462,58244100,45560525,48070935,40962402,6868203,32899875,18905877,934620,22049667,3665044,-2889231,14721578,7916727,6223509,2327722,6403583,1235631,1480789,326423,3970943,3143790
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201707,222901388,44111973,21489717,4529357,16960360,22622256,3286793,18540649,18428267,15286594,3141673,0,131367208,131367208,291647030,94740258,36626950,424,0,90894623,35331603,12406575,38486940,2500107,2229345,6319845,2544460,65714,200149049,161555418,109209791,57026128,45608019,52345627,44394092,7794467,29702073,18905877,934620,22752339,3665044,-2911084,17416545,9110826,7308288,2781541,7522436,1416768,1758908,408708,4640233,3846462
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201708,226741095,39349611,11490531,4154760,7335771,27859080,3572614,23432460,22655187,20294039,2361148,0,131493452,131493452,290280900,98417504,33075948,318,0,94504553,32097790,16266071,39240463,3501384,2247783,6538650,2599597,44230,203307510,159741255,106685338,56457703,45456744,53055917,45015543,7939576,34316837,18905877,934620,23433585,3665044,-2990733,20064322,10374860,8431943,3254368,8642032,1575702,2025904,467499,5323196,4527708
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201709,230208659,35447545,12825571,4224019,8601552,22621974,4071857,17469485,22030725,18724331,3306394,0,139159038,139159038,295900350,101872151,37286887,231,0,97838352,31750699,16169734,40824578,3517780,2272077,6675493,2709837,59882,206141331,162332993,108780616,56484894,47356096,53552377,44999125,8480330,34250603,18905877,934620,24067328,3665044,-3056173,22818708,11703799,9525131,3754067,9812752,1791102,2324131,522799,6039460,5161451
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201710,240294758,33700011,8678822,4349320,4329502,25021189,3915574,19733384,25278991,21060451,4218540,0,142977090,142977090,306810370,107325752,35651338,244,0,103266622,34115431,20204021,43263578,3664646,2464011,6897842,2808611,42756,215646988,165412196,109904582,57534216,47355943,55507614,46411642,9007764,40109232,18905877,934620,24647770,3665044,-3278921,25552367,13051560,10680586,4302205,10945465,2068678,2621240,590392,6738833,5741893
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201711,247139466,34984683,10931679,4263172,6668507,24053004,3625798,20065590,23452265,19026734,4425531,0,149347388,149347388,318528292,112327929,37019459,270,0,108290346,35155193,20737891,46206723,3764817,2396312,7097325,2915469,71079,221908998,171257660,115739349,58402976,51976745,55518311,46264204,9180377,40311339,18905877,934620,25230468,3665044,-3307209,28438640,14535199,11868544,4788214,12152829,2270824,2873579,698106,7462297,6324591
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201712,299710761,55855698,21216316,4210000,17006316,34639382,4207778,29832439,35321796,29466389,5855407,0,158817379,158817379,358799719,119843645,38973734,312,0,115542847,38329600,30505531,49964950,3776758,2504305,7301580,3094869,51907,263890041,200884407,130464229,73632411,51483133,70420178,59058983,11331213,52526222,28905877,10934620,35820720,3665044,-3561845,31898519,16273830,13107061,5364636,13688615,2585287,3177917,740286,8450996,6914843
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201801,274481845,34120787,10977482,6138917,4838565,23143305,4069394,18277293,40586153,29491656,11094497,0,165351247,165351247,357121406,119337190,46366035,375,0,115675453,45228203,16278147,48030301,8981523,4784526,337176,590417,74875,241431397,192968420,125860521,63304999,54076154,67107899,55442228,11594983,35884836,32447170,10722832,33050448,2834536,-3778682,3665997,1777299,1268320,467599,1354283,309379,107057,127957,819144,604857
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201802,282943939,37848022,12175648,6825463,5350185,25672374,4774998,21096358,39432156,26506494,12925662,0,168451747,168451747,362905303,120265355,48549261,385,0,116777150,45538138,19008372,48149044,9011926,5634153,349113,699739,52543,249191234,197647834,126418052,63567290,53998332,71229782,58653718,12503596,39432325,32447170,10722832,33752705,2834536,-3995417,7096030,3308730,2383066,982509,2705454,559036,293460,250083,1661953,1306744
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201803,283855589,45843373,17407158,6674432,10732726,28436215,4255909,24833359,32366740,19287299,13079441,0,170986743,170986743,367144626,125165755,46145611,393,0,121060981,44239008,16089695,49393636,9076259,5895856,358852,715262,55222,249455953,198489273,125419081,62330607,54613392,73070192,58312724,13876810,38438400,32447170,10722832,34399636,2834536,-4322506,10920330,5168660,3529756,1524773,4072451,962599,400990,317326,2445575,1955725
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201804,306313075,38653513,10878469,6644616,4233853,27775044,4791848,22413032,41881596,25593747,16287849,0,183454813,183454813,377915461,129176742,54603613,449,0,123902860,46573284,22884415,49753628,9133920,6654601,369488,706424,67818,271411174,203257121,126336824,62850899,54826130,76920297,59737605,14438869,54665751,32447170,10722832,34901901,4217505,-4495729,14546157,6993844,4733730,2029396,5491832,1373664,539118,392942,3283497,2457926
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201805,337604092,64077862,18270095,5848852,12421243,45807767,12765830,30434770,39247684,24742888,14504796,0,199465776,199465776,417502447,138151328,61663533,486,0,132215854,55338854,15162092,62516090,9170090,6720053,385439,706053,56289,301915457,225529227,131552776,64653424,57513356,93976451,72446771,18474473,62235548,32447170,10722832,35688635,4217505,-5014501,19415893,9768641,6163296,2652066,7026486,1997622,1028885,581473,4200060,3244865
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201806,379668704,91103292,20010710,5224786,14785924,71092582,10545891,61672420,38210833,25631212,12579621,0,208854678,208854678,466741502,147211809,62042858,502,0,139994982,60885501,19551710,69642032,9184079,8966766,375361,697405,61010,343228396,261285116,143080173,75124368,57398256,118204943,87448572,23581724,66570829,32502106,10722832,36440308,4217505,-4879404,23436061,11675636,7000526,2740717,8478995,2423125,1206799,797092,5030695,3924059
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201807,374530530,73614305,13566051,6964870,6601181,60048254,9204772,49911675,36219189,28460869,7758320,0,214190321,214190321,468054840,148772997,65865801,503,0,141083360,63127410,28990335,68570639,9274940,8466055,383172,686627,62969,337189509,259453423,148447337,72161706,64651909,111006086,85586394,21762478,62077680,32502106,10722832,37341021,4217505,-5277425,29507976,15092427,8380979,3332591,10004536,2882457,1391481,1047343,5929240,4864900
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201808,440100451,111678074,31007740,9537404,21470336,80670334,9687472,63641751,36128428,28261678,7866750,0,243605776,243605776,544887358,152356803,91784443,528,6,144314253,89523409,24895297,70243173,9440131,10301620,407678,681247,69262,401708615,307320312,159590865,76649084,69665157,147729447,120132948,27237533,75263088,32502106,10722832,38391836,4217505,-5895987,35664694,18355042,9774831,3925288,11560120,3624932,1653524,1133110,6836428,5907700
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201809,469636156,116287010,33311450,10614539,22696911,82975560,11137363,69169780,37209761,28791104,8418657,0,246281150,246281150,559614452,152115289,97641787,555,0,144415571,92721228,46995590,73696991,9567224,9088871,371364,684698,52608,429877381,320472543,167115598,79618858,74150446,153356945,125771987,27436149,88146690,32498385,10722832,39758775,4217505,-6098462,43504107,22486299,11101554,4543457,13253382,4448026,1958109,1323929,7885109,7328673
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201810,434464888,93749061,17639663,10563383,7076280,76109398,20246494,55091950,59148674,52628186,6520488,0,234170634,234170634,534872122,150820574,87310135,586,0,143304551,82554655,23938538,63973179,9710847,9601587,373037,698291,44022,393426571,308285594,166896472,73421739,81144503,141389122,112922182,23613777,64176935,32498385,10722832,41038317,4217505,-6672347,51761310,27423794,12658839,5203507,15041760,5123344,2131421,1375488,8983481,8656232
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201811,494311370,138454751,27436678,8428332,19008346,111018073,21776223,85620191,79511891,71710223,7801668,0,237589238,237589238,589979207,148576180,93156071,1308,0,141291971,87985911,14894917,58653100,9811476,7628167,387248,2784135,128845,451959657,360431845,173735108,77571327,83202091,186696737,122397024,23501850,68822030,32498385,10722832,42351713,4217505,-7171001,60528847,32800957,14090461,5811548,16875926,5729281,2364797,1479922,10122217,9980236
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201812,511338168,142049436,46940166,6821696,40118470,95109270,13316940,67416061,89756873,84100226,5656647,0,235737985,235737985,587422168,147437041,92491675,11777,0,140565831,86224546,18829805,55458182,9869201,8231643,397754,3259794,46355,467369006,361445778,198722992,99787425,85781722,162722786,131595789,24807739,82847420,32498385,10722832,43969162,4217505,-7143654,70217537,38546102,15675497,6541755,18933137,6484856,2723375,1549938,11332554,11536182
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201901,514055496,103727568,14569266,8518253,6051013,89158302,19711043,68432784,101496444,95828612,5667832,0,227191440,227191440,594615549,144110149,87328218,2875,1,138425915,83521298,52282594,50918154,12427596,9947805,410428,3406873,65359,468482047,374089510,209569961,81091375,106097471,164519549,132706229,23644201,67794918,43969148,10722832,45573449,4217505,-7985597,10728110,6390152,1763818,677893,1752088,928076,239287,241436,1044245,2043406
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201902,518614136,134180862,55308724,9252628,46056096,78872138,18485043,59452184,95730382,88987259,6743123,0,234815572,234815572,601029717,143401481,95476308,2893,10,137059176,91890001,23463139,50246515,12410503,11015646,424810,3561792,75980,469918415,372980006,209086935,78559457,105888356,163893071,138334728,24967291,68737030,43969148,10722832,48695721,4217505,-8830679,19683212,11630802,3310508,1313092,3720521,1916496,4532952,2180313,2182901,4905349
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201903,567329123,130541556,46210757,7155013,39055744,84330799,17892777,64531982,127412011,120212299,7199712,0,248686274,248686274,650546969,144272585,108297261,226,0,137742871,103505739,33185686,53223630,12369552,7835073,445156,3720338,62662,515729312,410203922,228551287,94690659,107824816,181652635,154690072,26640352,78160112,43972004,10722832,51599811,4217505,-10512383,33209615,17795095,5045743,1982504,5829796,4275751,4873173,2351752,3400461,7838738
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201904,587259035,157027015,61418433,8722433,52696000,95608582,27424809,61776938,119973103,114305927,5667176,0,251138812,251138812,651353839,141755261,113130943,241,0,134780348,106198627,29910313,55199499,12486722,9139278,440966,3918887,68586,534195219,410844850,224871011,96971679,107537071,185973839,159581350,25713321,93804349,42472358,10722832,53063816,6524739,-11343486,45693792,24170913,6802025,2652028,7983002,5297231,5658455,2951701,4606044,10925744
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201905,576813791,130412802,26700066,6636748,20063318,103712736,28618383,74379606,155531029,141965133,13565896,0,246996189,246996189,652231449,144327739,106770700,258,0,138371658,100888810,16199157,61141994,12372523,7522450,453739,4126293,67746,520285134,413996940,216784619,94378020,106481666,197212321,167698023,26060610,77229600,42472358,10722832,56528657,6524739,-12212103,59797518,31053790,8604428,3481777,10384879,6325760,5912033,3241299,6050979,14029994
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201906,586447311,127018103,17215125,5510276,11704849,109802978,25846420,80582797,164111164,152288314,11822850,0,241095470,241095470,642383790,145894777,99188039,34572,0,140012842,94919765,25241133,60857993,12292291,8767577,474830,4257036,137552,526205320,409223639,220832733,99696124,105802428,188390906,160712951,24958902,89142245,42472358,10722832,60241991,6524739,-12483982,73428218,39163969,10243459,4281349,13004856,7312622,6144801,3482917,7767624,17946174
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201907,598805308,133569042,27961978,6771072,21190906,105607064,27682857,75833023,167085081,152426429,14658652,0,250343615,250343615,665246512,144674726,110185494,320,1053,138775311,106521769,18191891,60737537,12261707,9577526,310470,4380372,81104,534812861,420733324,222561584,99542547,102569249,198171740,171623096,24954098,84816059,42472712,10722832,63992447,6524739,-12959744,86594779,45836558,12141200,5102185,15231187,7961845,6336507,3669679,9100410,21581362
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201908,623646766,125477088,10708143,6456809,4251334,114768945,39559056,51237060,73325842,58682187,14643655,0,293931791,293931791,725584090,165264342,133167920,296,7,157764435,129191827,98952883,79466231,12250391,11272406,305358,4536274,91223,557046121,438363670,228904260,110480016,106033459,209459410,177867611,30052853,83157957,42469148,10722832,66600645,6524739,-13737461,99628305,52163226,13455208,5996277,17834355,8988138,6555140,4317295,10621522,24060598
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201909,602048014,109545048,10008706,8019087,1989619,99536342,43994729,50337239,77704327,61106340,16597987,0,289632604,289632604,662746175,192844852,101458184,313,5,184023458,96810317,93857755,98893126,12278899,10528211,271860,4775908,181646,532203999,382810064,226302079,108148754,101918723,156507985,131799674,23649326,113545033,42469148,10722832,69844015,6524739,-13033346,114546307,60664951,15554951,7062219,20467976,9542813,6742592,4486938,12066670,28036572
7,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,201910,597911540,107214741,29380317,7366800,22013517,77834424,18834612,56443835,87652725,75346954,12305771,0,296294062,296294062,640298039,203618054,98364264,316,0,193919770,92407500,74385952,96291984,12324763,11618581,274460,4892333,174046,523725346,355195775,219227718,106775123,97168501,135968057,112815200,22918866,130348667,42469148,10722832,74186194,6524739,-13346755,130765460,69102658,17793416,8155419,23648938,10137623,7088532,4799427,13975178,32165166
