Entidad,Nombre_Banco,Periodo,Activo,Disponibilidades,Disponibilidades en pesos,Caja $,BCRA $,Disponibilidades en ME,Caja ME,BCRA ME,Titulos públicos y privados,Titulos públicos y privados en pesos,Titulos públicos y privados en ME,Letras y Notas BCRA,Prestamos,Prestamos totales,Volumen de Negocio,Prestamos en pesos,Prestamos en ME,Prestamos sector publico no fcro pesos,Prestamos sector publico no fcro ME,Prestamos sector privado no fcro pesos,Prestamos privado no fcro ME,OCIF,Prestamos Comerciales,Propiedad Planta y Equipo,Créditos diversos,Participación en otras sociedades,Activos Intangibles,PPI Deudoras,Pasivo,Depositos,Depositos en pesos,Depositos a la vista $,Depositos a plazo $,Depositos en ME,Depositos a la vista en ME,Depositos a plazo ME,OOIF,PN,Capital social,PN FINAL,Reserva Legal,Previsiones,Ingresos financieros,Egresos financieros,Ingresos por servicios,Egresos por servicios,Gastos de Administracion,Cargo por Incobrabilidad,Utilidades diversas,Perdidas diversas,Gastos de Personal,Utilidad neta
72,BANCO SANTANDER ARGENTINA S.A.,202203,1632455944,256250024,41838830,20967101,20871729,214411194,125797572,1132031,526976030,524272952,2703078,0,605833713,605833713,1771673994,534372279,72714832,114,0,529818344,40663474,61883208,247669578,85498382,49586045,10366600,21644014,415748,1407705263,1222364998,975790958,535761571,329360575,246574040,225032046,13733936,87379925,218348372,7481560,224750681,39490512,-31343486,97035112,52101322,21602750,10117651,26008762,3874091,5059001,6305557,14605507,5980393
72,BANCO SANTANDER ARGENTINA S.A.,202204,1695511235,256282496,23891959,18090020,5801939,232390537,136579701,844773,546830645,544202955,2627690,0,633555391,633555391,1822050210,557158027,77623645,3050669,0,547274855,43532239,63210641,257679720,90031536,56880811,10692006,23150142,427154,1460794165,1251159296,991056488,525400352,346784533,260102808,238277507,14135564,101869893,227246917,7459224,234717070,44111074,-31776281,139786406,76529827,30087875,13866668,36320324,6467511,7374959,9145289,20543553,6825354
72,BANCO SANTANDER ARGENTINA S.A.,202205,1789296945,388135663,150706421,19362682,131343739,237429242,154305551,1066897,494678206,492107792,2570414,0,670571728,670571728,1929523811,594255669,77542340,257,0,585770120,43729542,35414805,275808868,92605953,55859767,11231978,24723813,629433,1524989228,1329022790,1055939873,559359879,368005501,273082917,250290794,14780712,100068866,236816902,7459224,264307717,46338785,-30874434,190060777,105088885,39481217,18749919,47156784,8680333,9708188,12870477,26778821,27251249
72,BANCO SANTANDER ARGENTINA S.A.,202206,1964661800,276147915,28370146,17431913,10938233,247777769,173128119,20989014,581787083,578701766,3085317,0,727534341,727534341,2131861956,641003719,87748325,219235,0,627642533,52545082,169247586,298105204,96116221,59673442,11081305,26195445,456566,1684402685,1479851696,1187828638,673301575,395327441,292023058,268596708,15486558,103296904,249353085,7459224,280259115,48792526,-30036394,244913487,136752598,50033149,24407504,60864271,9401640,12016806,17897498,33645897,31276273
72,BANCO SANTANDER ARGENTINA S.A.,202207,2009481607,310022125,54828073,19893864,34934209,255194052,165104551,24047591,671515047,668043208,3471839,0,768161289,768161289,2204890163,701992586,67324061,384619,0,687748738,48786839,38283141,349721243,102267494,61046234,11636793,28334873,616462,1706172186,1500144989,1226914879,702087712,408108109,273230110,249794600,15583624,102006462,267815354,7459224,303309421,52406197,-30275552,312547768,175901326,62978432,30205212,76684830,11329006,14838038,21116150,42535425,35195923
72,BANCO SANTANDER ARGENTINA S.A.,202208,2101658035,313106132,37221485,25978877,11242608,275884647,186645022,26116485,669000510,651436576,17563934,0,766308428,766308428,2247965796,705941578,61499105,196105,0,688291122,46698485,117752119,324393809,108379580,64383846,12855642,30602066,519513,1773825861,1549624686,1261109412,692887909,456906721,288515274,264682142,16172248,108034458,286477986,7459224,327832174,56059085,-30156967,395927441,225690946,76643072,36732779,93638515,13633937,18329611,26372275,51869935,41033268
72,BANCO SANTANDER ARGENTINA S.A.,202209,2229690202,329551292,28443017,22145932,6297085,301108275,207457412,25531197,764648855,724680638,39968217,0,783465753,783465753,2334848816,716820185,67777823,4719748,35,695624803,50032594,104140824,321326147,113564238,67303667,13275029,32724570,1164593,1876498086,1629134537,1317593387,703282881,492538282,311541150,285735200,17584263,122103248,304136420,7459224,353192116,59515419,-30440418,494234040,282501699,91217108,43918330,111947227,16424739,22649945,34099927,61916213,48653999
72,BANCO SANTANDER ARGENTINA S.A.,202210,2355541838,341279867,28056847,21788955,6267892,313223020,219348077,25729994,793074704,752454164,40620540,0,839767869,839767869,2464445974,764322512,76577090,268173,275,748060995,50580574,115567502,355143158,120334759,75951329,14390550,33597322,612258,1973731291,1718445511,1383640104,716405955,531787059,334805407,306451324,18411921,118202755,323436473,7459224,381810547,63293071,-31419612,606608821,350537394,109500627,51441778,132556485,19554183,27129546,39762231,73306946,59169681
72,BANCO SANTANDER ARGENTINA S.A.,202211,2491791116,384714068,30670754,21642247,9028507,354043314,254038575,29897529,861652771,820005179,41647592,0,853189148,853189148,2573198419,780380705,73838104,295,293,767566919,50298339,112818304,343250774,125384890,79797103,15098012,36711864,479690,2087321376,1815154143,1446716726,744644709,564080397,368437417,331248205,20028473,123272672,339333561,7459224,404469740,66404651,-34056191,719859481,419246387,125999005,59800347,154102915,22247559,32250841,49445310,85249814,66679029
72,BANCO SANTANDER ARGENTINA S.A.,202212,2687981683,480591700,63209770,20706997,42502773,417381930,292263990,33410066,1001890483,955845216,46045267,0,869356717,869356717,2777940439,797355400,73067616,211567,0,781367227,50983260,83759604,346772870,114492648,65643271,18008880,34786664,848709,2263733114,2005165730,1574316402,848209033,584202398,430849328,390710553,24230497,131494588,356719399,7459224,424248569,69807629,-38260205,850538028,495436172,143984501,68537949,176008763,28110052,37116437,63293120,98961413,77052059
72,BANCO SANTANDER ARGENTINA S.A.,202301,2860113846,530726189,100911762,29531125,71380637,429814427,282713219,43935946,904944040,857190286,47753754,0,966669846,966669846,2952107631,865625468,102016783,1312,224,849687007,61348821,176610470,387868141,119380747,85625501,19089416,36851867,558079,2401842122,2106029415,1639238452,851943562,648121843,466790963,422362812,23720051,145823415,450204418,7459224,458271724,74015545,-39670953,98736905,58516731,12650962,6298319,15535068,2966639,3584612,3040775,9411688,7752560
72,BANCO SANTANDER ARGENTINA S.A.,202302,3017621127,515488409,74393888,33212291,41181597,441094521,279523802,35429598,1013157926,961350979,51806947,0,1041569897,1041569897,3123776621,935710298,106830828,7564,0,916202494,75649062,106502714,435314191,126375037,132602951,20652021,39757143,608163,2523488312,2198430762,1715666088,916278832,689412871,482764674,437946044,24301563,164009616,480081305,7459224,494132815,78921089,-41762663,199675158,120281847,25676813,12637321,33157791,6439858,9712877,7062265,20172077,13715478
72,BANCO SANTANDER ARGENTINA S.A.,202303,3340487909,558394470,102240636,25619917,76620719,456153834,306221657,35830317,927775006,871331498,56443508,0,1103857097,1103857097,3437016873,983535499,121177068,793410,0,963542874,88758803,403303523,467096155,134470489,124819771,22768544,42140450,506995,2798571820,2464803984,1959685313,984849658,835897984,505118671,455522108,25767975,164155444,516973386,7459224,541916089,84978472,-44441492,337601640,204400790,42539138,20545172,52750578,11272579,16766198,12906540,31563912,26885195
72,BANCO SANTANDER ARGENTINA S.A.,202304,3574188864,490699399,34885594,23205183,11680411,455813805,313288540,61172156,1132956940,1067869714,65087226,0,1263038343,1263038343,3692779223,1134172721,129664254,971470,0,1116834479,104121547,243138075,592510446,147309566,198854497,25938556,47524482,426068,3061659740,2568214551,2063350361,1001440400,899190059,504864190,454982171,25895701,231527761,481361982,7459224,512529124,112456034,-46634744,491273758,303938206,61593592,30078372,75400917,16033470,28761932,18525797,44633570,33058446
72,BANCO SANTANDER ARGENTINA S.A.,202305,3756528878,633822905,149399371,30408668,118990703,484423534,326075496,66716868,1175966762,1128316423,47650339,0,1338424655,1338424655,3809206244,1197607812,141511362,53821,0,1185124199,115506308,57131860,600623759,156883735,286066286,27954696,51765655,448965,3182853987,2628644528,2089656417,949309712,933409034,538988111,489999323,26060558,267197497,518822317,7459224,573674891,121196963,-48701768,684841930,431497519,83837586,42603189,102836590,21167965,49168897,30027921,61300197,51360224
72,BANCO SANTANDER ARGENTINA S.A.,202306,4012871260,601100387,89538026,24298245,65239781,511562361,353135670,63178347,1256731722,1238619663,18112059,0,1417042846,1417042846,4074959018,1270844217,146724513,701889,0,1250032535,118977945,199866113,633217321,167986334,251689470,29311203,55313425,286846,3389016420,2827257982,2251493803,1019978632,997311676,575764179,521500224,29351166,262695962,547122009,7459224,623854840,128409191,-52741744,892822408,569546655,108231088,56161089,132222382,27318792,65610582,45115126,79065515,70570822
72,BANCO SANTANDER ARGENTINA S.A.,202307,4296358377,612049924,42424393,31570316,10854077,569625531,378554234,70708118,1469815439,1412539805,57275634,0,1505263616,1505263616,4360500561,1348459142,157326792,938,157,1333378861,128873353,154574809,672420932,177890537,248818673,31170956,60036679,532883,3613418239,3038724305,2397617902,1053674955,1065129509,641106403,581053176,29362656,262112007,581873028,7459224,682940138,136556563,-57077818,1138546364,729278600,136029004,71624252,164719246,34713313,85392222,56705378,98744273,97072399
72,BANCO SANTANDER ARGENTINA S.A.,202308,4752289194,876127987,209994013,36686827,173307186,666133974,464515028,96590557,1354171591,1334065203,20106388,0,1691409471,1691409471,4847273672,1464355589,227439250,890,0,1454810424,189416936,173150775,718781958,199501363,305004224,40719494,70601644,722389,3983077639,3370222232,2584134173,1141357474,1139364797,786088059,707678406,36140768,245807038,654340006,7459224,769211555,153546436,-60658612,1499731342,958528436,175446664,93643640,212227129,43447738,106146422,74175502,127190554,107534682
72,BANCO SANTANDER ARGENTINA S.A.,202309,5107867904,713595502,50775321,29382739,21392582,662820181,431152788,97419272,1612238401,1557375180,54863221,0,1858809598,1858809598,5193857035,1637492795,221541344,1299448,0,1621125396,191951640,233574902,837077921,223881654,290058839,42860501,81696584,374081,4225333797,3577596361,2801801670,1305702857,1147404366,775794691,699554858,36237172,341690112,737840960,7459224,882534107,173123222,-63025412,1935363082,1240904792,222895272,112235379,266141215,53152520,133389092,77797336,158958413,143417243
72,BANCO SANTANDER ARGENTINA S.A.,202310,5691847538,702237790,88121531,47207331,40914200,614116259,381850953,95951709,1651507353,1633679690,17827663,0,2164035771,2164035771,5814569966,1945701538,218469087,494,0,1918427471,183758762,409772720,937481197,240888952,330549712,46860924,89931270,633896,4716756268,3934412946,3204732581,1715480793,1077012141,729680365,664098148,32783861,367032779,799142932,7459224,975091270,187495461,-71179356,2366373192,1538316717,273815512,134291891,321152539,68049702,167535963,96396832,191765242,170738032
72,BANCO SANTANDER ARGENTINA S.A.,202311,5517369695,649110089,52629529,37000272,15629257,596480560,345246638,99599091,1068585919,949021870,119564049,0,2308299876,2308299876,5505433382,2083372410,224647812,531,0,2074755519,181745334,693822165,982408479,271274309,296392760,53402170,105890943,711129,4412160422,3523138787,2808322544,1312163188,1105849609,714816243,666597885,32168653,335662887,901593249,7459224,1105209273,211514924,-76668150,2990528124,1938244647,336850952,166282823,417044378,84439811,202968302,126457996,254931521,183520988
72,BANCO SANTANDER ARGENTINA S.A.,202312,8578333584,1774525077,127272924,32172053,95100871,1647252153,1128975879,189589546,1065291808,962825588,102466220,0,2503167000,2503167000,8122910537,2029366901,473010107,2105158,0,2024785385,373825365,2194268614,911671356,336067449,402224010,71544000,145393948,514775,7095526790,6002501637,4123243370,2490214976,1107216265,1879258267,1757148006,81980091,502358927,1131338333,7459224,1482806794,265378626,-96946302,4492081796,2630817515,452467444,226404961,612325307,126996347,114622191,176572660,388623282,306744311
72,BANCO SANTANDER ARGENTINA S.A.,202401,9126496044,1836310625,176309725,41933339,134376386,1660000900,1141723385,252129343,1078312377,978525621,99786756,0,3095914261,3095914261,8623431338,2465263206,629654913,15854,12872,2450202128,552048431,1810680516,1219110403,395083647,548463488,86970661,171679352,1104470,7323401896,5984228028,3964276633,2346671023,1011625261,2019951395,1900224345,81279620,631663575,1806611354,7459224,1803094148,320084374,-103011811,480721163,258147502,39695595,16138246,66470206,9571193,15708941,12730618,41539680,2715876
72,BANCO SANTANDER ARGENTINA S.A.,202402,9355667517,1700060527,78152236,52046535,26105701,1621908291,1013707901,225781153,1201345705,1133192706,68152999,0,3428898763,3428898763,8667268835,2696918828,731127526,16509,11361,2677473665,615791938,1586603244,1339353223,445162265,566666437,101422688,207543412,1424018,7227719037,5826100210,3735750579,2075294045,1005952662,2090349631,1964052252,84138679,698171561,2017934088,7459224,2127948480,362465709,-112421370,1116067066,540546918,88668762,41284135,152543578,23184726,32368377,60049388,95817059,156828549
72,BANCO SANTANDER ARGENTINA S.A.,202403,10221896455,1588587845,96809932,39181110,57628822,1491777913,915571152,197845529,1304260796,1241922617,62338179,0,3680623487,3680623487,9210864522,2707680154,972214110,3949285,15742,2692151318,890426334,1872795677,1242668254,486421459,809975515,123480554,225283460,1103919,8216214653,6128117425,3941064635,2190991849,1047963518,2187052790,2053661257,82741757,764544772,1833060765,7459224,2005681802,495699972,-104446104,1818814152,836734693,145574526,71566266,257647557,28837559,65483863,157496164,162598192,227085672
72,BANCO SANTANDER ARGENTINA S.A.,202404,10981106136,1708418983,164543055,42215953,122327102,1543875928,961759911,223895874,1482903201,1425867611,57035590,0,4090707113,4090707113,9798398757,3024386337,1065802795,3314597,15767,3002681618,947800834,1809636741,1392224319,520962753,825954619,134124073,266236393,1353386,8701751522,6372817241,4044574337,2109775232,1102547693,2328242904,2188263492,86894733,871672281,1993181299,7459224,2279354614,539479801,-124084309,2498949656,1098507348,219097253,85618597,372812384,45209333,85520890,257869434,239079672,343277350
72,BANCO SANTANDER ARGENTINA S.A.,202405,11193532552,2019184121,365241013,44294025,320946988,1653943108,957913570,231628243,2003642072,1943597209,60044863,0,4703257109,4703257109,10893451765,3496236779,1206281220,5281056,11658,3458827846,1054030672,503238065,1689609856,555517703,876410040,110940440,282743522,1688549,8688361340,6852927387,4259425065,2517269840,1059976701,2593502322,2467021692,81351827,883825644,2075827985,15306035,2505171212,562010246,-120533977,3055502095,1278125162,290733199,114506878,478696779,59965737,103608847,340173624,302944788,486694016
72,BANCO SANTANDER ARGENTINA S.A.,202406,12086866252,2054113563,382293496,40349197,341944299,1671820067,879955886,196007651,2196729489,2130872288,65857201,0,5355035827,5355035827,11777791458,4147950529,1206054862,2929816,12337,4099574624,1067763333,344087642,2169406902,579913313,1000317430,115612205,296822356,1052918,9409612956,7078196610,4531265896,2853455631,940241873,2546930714,2406312657,79531777,1403886359,2170239588,15306035,2677253296,587733824,-133273499,3528763887,1425464227,367706531,148583721,596122523,84511990,120958481,384976751,374442302,566287128
72,BANCO SANTANDER ARGENTINA S.A.,202407,12751872057,2352830465,468815706,81568759,387246947,1884014759,862752363,261092484,2328989533,2254929256,74060277,0,5594084796,5594084796,12762196684,4336480690,1256249963,4822889,12071,4299495631,1052375177,425487401,2173897976,603418956,865696408,120336831,309752614,2320947,9913142464,7871804563,5082741289,2977035602,1039322113,2789063274,2651496111,83525276,1104462874,2256910872,15306035,2838729593,611424985,-147071350,4017346255,1603566568,455269972,187655434,715726246,107646388,135158886,429832173,447247161,641616354
72,BANCO SANTANDER ARGENTINA S.A.,202408,13358242214,2438521824,387817519,96623286,291194233,2050704305,986915860,272646085,2859651323,2807916868,51734455,0,5968379221,5968379221,14018176049,4643038419,1323276198,8934017,21999,4587363850,1187015509,382839031,2361703301,622018526,482673357,125357613,321266719,2370916,10392221867,8702945194,5667952997,3339802241,1316429625,3034992197,2803268297,85706615,722564977,2350237336,15306035,2966020347,636935306,-170855072,4492581670,1803282639,544751636,226449024,841827532,151154383,148744534,453774851,523384243,677045324
72,BANCO SANTANDER ARGENTINA S.A.,202409,16620887426,5007375555,440980959,114674850,326306109,4566394596,3180362186,257281729,2798838937,2746027565,52811372,0,6373217584,6373217584,17361636779,4943785682,1427007794,3750539,11402,4889536114,1253831792,637963820,2473618665,640733840,533056674,137783526,329535592,1848494,13519475135,11655177918,6056314227,3277153358,1486546207,5598863691,2978005029,87662656,846924639,2431075149,15306035,3101412291,659031917,-199650288,4963403907,1990968078,636807774,275109548,963780322,195730732,174674436,481275222,598698182,733274952
72,BANCO SANTANDER ARGENTINA S.A.,202410,17933285415,5304830830,188238111,121453247,66784864,5116592719,3701896732,273516884,3038856811,2987158141,51698670,0,6957862470,6957862470,19006027760,5332755034,1622630992,612210,15799,5290782945,1408838861,769896517,2535921177,658414382,555348573,141975244,338873236,2370437,14717675094,12771781052,6387525472,3006633628,1687172005,6384255580,3561714916,90754676,871392429,2495972672,15306035,3215610321,676771329,-217849729,5451259129,2192666634,747384615,334245653,1094175860,229397887,192293564,531257750,677310579,782207363
72,BANCO SANTANDER ARGENTINA S.A.,202411,18210433056,4839726032,147999272,90954578,57044694,4691726760,3147538376,279375867,3063298239,3025019746,38278493,0,7109689914,7109689914,19354993312,5515141902,1591491904,760875,9011,5485946874,1393785421,1204636052,2525669588,680255633,654147685,146299057,340570785,2907542,14897666949,12938441763,6994551652,3221239207,1865154846,5943890111,3899410496,100141614,847904498,2556051459,15306035,3312766107,693193565,-257390367,5907111787,2388488979,845786440,384912162,1225679196,281803819,209393775,553976482,758293787,816206913
72,BANCO SANTANDER ARGENTINA S.A.,202412,18416612350,4846072993,307824804,106254443,201570361,4538248189,2944142347,258997260,3215087652,3184999708,30087944,0,7557508022,7557508022,20130777208,5851610466,1702443748,3514750,17037,5819925028,1523246112,959829348,2584590775,511160665,694495690,161418544,376935846,2389971,15001904535,13228109816,7311535178,3759536963,1749819667,5916574638,4203481032,122031703,956426489,2624626615,15306035,3414707815,711938240,-285907081,6390586473,2589306226,956032185,433389595,1346634137,330490016,235539751,525696604,845393405,921340744
72,BANCO SANTANDER ARGENTINA S.A.,202501,19212899029,4484288705,389607826,128021620,261586206,4094680879,2699302083,288611231,3563856219,3532111718,31744501,0,8376206024,8376206024,21563103073,6227112990,2144168118,3915944,15898,6164682694,1985335536,938775089,2694366368,515071169,699497406,164987585,374197913,2291066,15659215543,13810052511,7901566187,3813479839,2273474757,5908486324,4357475005,124889158,862610050,3490208538,15306035,3553683486,727679536,-316516205,365020439,150132703,102951182,40917053,101586932,39437203,11817071,4486823,63563391,54878407
72,BANCO SANTANDER ARGENTINA S.A.,202502,19450282609,4362670359,307393871,153952954,153440917,4055276488,2453866844,1468545077,3820570551,3789123260,31447291,0,8702569423,8702569423,22088902924,6541674132,2154477520,2526754,11674,6468204172,2154465494,738802418,2860587178,522643299,652568158,168949972,383041084,2489401,15769521048,13852567971,8010182625,3558117343,2409270973,5842385346,4425539179,123546411,999589137,3573893262,15306035,3680761561,745155687,-326869344,694435276,294365940,194201578,71915176,205274642,58214225,23094519,14913066,131284695,107608151
83,BANCO DEL CHUBUT S.A.,201502,7565585,1135486,954513,495268,459245,180973,29721,139421,1298913,1293395,5518,0,3435045,3435045,8959363,3410219,24826,13548,1,3332620,24825,1242799,1271902,43706,272284,658,11921,613,6537548,5522152,5394265,2772575,903597,127887,21369,81679,812756,869635,203959,1028037,153332,-81864,748150,182876,146878,23419,422028,44719,39468,15199,343970,158402
83,BANCO DEL CHUBUT S.A.,201503,8517399,1481198,1283687,481604,802083,197511,38412,142404,1517470,1467418,50052,0,3667642,3667642,9947816,3642209,25433,13365,0,3461672,25433,1363607,1352875,43867,286728,20658,11566,451,7470330,6277373,6145577,2719723,968159,131796,24583,82322,933107,869635,203959,1047069,153332,-87146,856216,213512,167963,26096,484231,52356,44103,16598,395486,177434
83,BANCO DEL CHUBUT S.A.,201504,8268453,1244760,1035985,477128,558857,208775,37701,134906,1885193,1835000,50193,0,3545546,3545546,9731967,3516659,28887,13118,-7,3460519,28894,1085561,1299312,43612,302249,20658,11655,1213,7193199,6185099,6053525,2782659,1037725,131574,20705,85191,713237,869635,203959,1075254,153332,-86612,972688,245134,187281,28747,545771,53326,48832,17136,447300,205619
83,BANCO DEL CHUBUT S.A.,201505,8612245,1287979,1065603,428572,637031,222376,39575,136025,1883339,1833818,49521,0,3750311,3750311,10169408,3730673,19638,12732,13,3523609,19625,1169591,1319193,43195,312872,20658,12267,1520,7519595,6436808,6297761,2934739,1118550,139047,21576,92716,810263,869635,203959,1092650,153332,-75229,1085329,278821,205888,33537,608985,57060,52657,19896,499044,223015
83,BANCO DEL CHUBUT S.A.,201506,8465316,1450082,1231401,468849,762552,218681,42031,137594,1690852,1640223,50629,0,3906920,3906920,10402168,3878231,28689,12402,19,3729771,28670,876965,1392312,44364,323302,20658,11894,2585,7343317,6504949,6363963,3205048,1258800,140986,21824,94455,556320,869635,203959,1121999,153332,-78087,1205538,313833,231109,38297,677035,62015,60454,23159,553312,252364
83,BANCO DEL CHUBUT S.A.,201507,8521002,1176217,941693,494452,447241,234524,42290,142538,1586998,1534319,52679,0,4191183,4191183,10623489,4165598,25585,12042,18,4024474,25567,998471,1485117,44924,348024,20658,11524,2660,7372599,6455175,6302255,3172680,1324027,152920,27766,99837,639842,1123876,203959,1148403,153332,-80419,125731,37655,22927,3050,68259,10807,10620,1349,55389,24527
83,BANCO DEL CHUBUT S.A.,201508,8756093,1286731,1059625,447545,612080,227106,37965,142346,1305971,1252282,53689,0,4568525,4568525,11169370,4542714,25811,11656,11,4354996,25800,975375,1621144,46873,349713,20658,47830,10170,7593699,6625752,6474505,3104973,1359611,151247,24261,101976,660314,1123876,203959,1162394,153332,-81825,233687,77759,42733,6147,135786,14346,18693,5157,110168,38518
83,BANCO DEL CHUBUT S.A.,201509,9340149,1267370,1037310,511818,525492,230060,33179,154577,1631306,1574782,56524,0,4610937,4610937,11525710,4586802,24135,11752,11,4542988,24124,1157918,1677309,47690,388933,20658,51336,12435,8156285,6974328,6823313,3229643,1486308,151015,21986,103707,836823,1122003,203959,1183864,153332,-91250,379033,115810,63617,9152,207608,24906,17572,6425,166699,61861
83,BANCO DEL CHUBUT S.A.,201510,8454469,1659454,1422963,552600,870363,236491,49021,141562,953633,895222,58411,0,4731167,4731167,11455288,4703246,27921,11851,11,4684333,27910,449871,1728218,47832,377042,20658,52096,12799,7246061,6791148,6635360,3282176,1516530,155788,23661,105238,156236,1122003,203959,1208408,153332,-89909,514176,154801,83495,12241,279449,22859,20503,16999,223131,86405
83,BANCO DEL CHUBUT S.A.,201511,8648774,1333117,1090579,547490,543089,242538,32618,161200,999898,939764,60134,0,4847606,4847606,11483614,4825082,22524,12924,11,4812096,22513,893121,1793248,47393,287826,20658,50991,14350,7434896,6686608,6518950,3400980,1474046,167658,33719,106579,564883,1122019,229128,1213878,204982,-98327,634929,199584,107764,15951,353978,36134,22576,17473,285034,91859
83,BANCO DEL CHUBUT S.A.,201512,8794952,1599251,1275054,529291,745763,324197,78198,216091,808232,746933,61299,0,5247323,5247323,12416887,5220640,26683,12130,15,5044448,26668,483314,1979139,49285,362717,20658,50179,10509,7554671,7196697,6916664,3322499,1502813,280033,92030,151031,128420,1122019,229128,1240281,204982,-106417,788743,242320,137183,21127,434332,44379,26481,20881,347063,118262
83,BANCO DEL CHUBUT S.A.,201601,10125657,1462108,1163004,584559,578445,299104,46674,221640,1359169,1295057,64112,0,5237972,5237972,12920417,5204532,33440,12567,16,5037903,33424,1359678,1947180,48577,403294,20658,49740,16993,8862548,7718066,7413138,3309615,1605884,304928,95891,169955,939029,1240282,229128,1263109,204982,-114912,147615,47847,23662,5539,84147,8795,3312,586,68941,22827
83,BANCO DEL CHUBUT S.A.,201602,9969784,1384793,1010622,466261,544361,374171,68073,263726,1335958,1263984,71974,0,5472175,5472175,13201473,5437129,35046,13972,18,5194095,35028,1047488,2031857,47613,423175,20658,54169,13432,8690431,7771905,7414912,3152733,1665099,356993,109156,204758,692509,1240282,229128,1279353,204982,-116022,299821,103306,44177,9977,172770,4896,6940,6041,138744,39071
83,BANCO DEL CHUBUT S.A.,201603,9126918,1989953,1593965,526570,1067395,395988,81521,282655,555587,488693,66894,0,5315092,5315092,12746801,5285014,30078,20232,17,5167782,30061,519121,1975518,54731,431933,20658,51225,17839,7835744,7464958,7100246,3222303,1724648,364712,103715,221063,115880,1240282,229128,1291174,204982,-135460,451804,152545,74949,15238,264057,24347,11607,7561,210371,50892
83,BANCO DEL CHUBUT S.A.,201604,9045645,1626042,1233422,536672,696750,392620,67140,272483,639657,582773,56884,0,5486010,5486010,12781322,5463733,22277,16466,17,5276267,22260,535775,2030707,54088,443130,23977,48574,13927,7727509,7336054,6980096,3424499,1747257,355958,96445,221509,112330,1240282,229128,1318136,230258,-127116,601346,200604,98117,23105,354498,16109,25369,9203,285440,77854
83,BANCO DEL CHUBUT S.A.,201605,9808138,2147017,1082245,499157,583088,1064772,49384,956169,722689,664583,58106,0,5534537,5534537,13414450,5508155,26382,18065,17,5388090,26365,732914,2029938,54441,355975,23975,45939,14868,8475028,7930451,6894403,3382534,1776092,1036048,86172,225482,323673,1231646,229128,1333110,230258,-130418,768860,252280,123766,28913,453365,19495,30439,12904,362640,101464
83,BANCO DEL CHUBUT S.A.,201606,10332671,1416835,1006201,482597,523604,410634,61495,322684,1309138,1262352,46786,0,5584826,5584826,13330852,5554153,30673,20183,18,5453970,30655,1390086,2006688,54718,313029,25635,46688,15433,8969752,7802469,7427266,3779548,1848865,375203,92873,249223,933500,1231646,229128,1362919,230258,-134114,945526,302138,152551,34523,543028,24514,36215,18247,434081,131273
83,BANCO DEL CHUBUT S.A.,201607,20428222,12053093,1845070,523317,1321753,10208023,84185,10064596,958971,911498,47473,0,5735648,5735648,23844993,5704695,30953,22139,18,5582410,30935,1030467,2006364,54759,330961,25912,46081,15510,19036493,18176337,8045700,2999692,1960200,10130637,107273,268717,588410,1231646,229128,1391729,230258,-138587,1109316,355794,179272,39822,628790,28581,40072,19507,504110,160083
83,BANCO DEL CHUBUT S.A.,201608,20397302,11626382,2008746,584726,1424020,9617636,69888,9461653,1287641,1238965,48676,0,5724966,5724966,23696467,5693899,31067,24253,18,5584646,31049,1083731,1895081,54303,355066,27638,44900,15111,18983391,18044107,8520092,2845391,2024842,9524015,93758,275366,642620,1215416,229128,1413911,230258,-140345,1282928,405971,207026,44921,718889,30304,45901,20398,578704,198495
83,BANCO DEL CHUBUT S.A.,201609,19824436,11354561,1750467,623531,1126936,9604094,91515,9432618,1047597,997972,49625,0,5842831,5842831,23410324,5797380,45451,31445,0,5550935,45451,870858,1921913,55115,392363,27780,43623,14128,18352285,17635050,8125703,3997023,2087808,9509347,102636,289482,388569,1215059,229128,1472151,230258,-138212,1458062,452520,239048,50380,807807,27559,57063,29038,651021,257092
83,BANCO DEL CHUBUT S.A.,201610,19834251,10542059,1218595,475003,743592,9323464,85856,9152404,1526865,1476815,50050,0,5717595,5717595,22715478,5666746,50849,27460,0,5629286,50849,1346597,1806161,54908,387930,28057,42425,14909,18327829,17059714,7806574,3084299,2084486,9253140,225630,294372,884803,1215059,229128,1506422,230258,-144015,1627442,499191,269317,55922,897659,33355,60987,32683,725100,291363
83,BANCO DEL CHUBUT S.A.,201611,19124497,10213935,1972317,630190,1342127,8241618,99521,8068964,1243669,1193051,50618,0,5812693,5812693,22224034,5751734,60959,34491,0,5514243,60959,1143009,1741076,56281,400744,28333,41163,12535,17573189,16449835,8221194,4158370,2144865,8228641,248977,319238,735537,1215059,229128,1551308,230258,-144177,1804553,542682,302015,62638,988942,33733,66916,37590,800135,336249
83,BANCO DEL CHUBUT S.A.,201612,16184672,7335492,1740404,723948,1016456,5595088,76522,5416155,861943,810068,51875,0,5932570,5932570,19295944,5778005,154565,25174,0,5487713,154565,1269183,1763469,60263,439595,58908,40564,14345,14598971,13369476,7716559,4503158,2084874,5652917,247313,336851,812242,1215059,229128,1585701,230258,-161602,1982249,582603,341420,68190,1080158,51328,71841,43615,873616,370642
